2, inaudible what_„Žs your name, hi im sara whats your name: 0,,,
8, it_„Žs a pleasure to meet you how are you today, its a pleasure to meet you how are you today: 1666,,,
25, well let me introduce myself so i_„Žve been asked to help people get the most out of davos but the truth is i feel a little nervous it_„Žs my first time here what about you, well let me introduce myself: 1670, so ive been asked to help people get the most out of davos but the truth is that i feel a little nervous: 24, its my first time here what about you: 45,
33, wow you must be a global rock star to be invited so many times, wow you must be a global rockstar to be invited so many times: 72,,,
36, my goal is to help you achieve your goals, my goal is to help you achieve your goals: 93,,,
43, i am always interested in learning why people attend what are your goals for this trip, im always interested in learning why people attend what are your goals for this trip: 104,,,
52, that_„Žs very sensible, thats very sensible: 121,,,
61, yes so you know about my job can you tell me a little bit about your work, so you know about my job can you tell me a little bit about your work: 162, yes: 1612,,
76, you should tell my designers about it, you should tell my designers about it: 1639,,,
80, what sort of work do you do, what sort of work do you do: 1678,,,
97, i never met someone like you before it_„Žs refreshing shall we move on to find inaudible for you to meet who_„Žs as interesting as you,request(goal): SD,No match: NONE,,
109, i am a social butterfly i love meeting new people maybe we can start by finding you some interesting people to meet that are relevant to your interests, im a social butterfly i love meeting new people maybe we can start by finding you some interesting people to meet that are relevant to your interests: 842,,,
112, let_„Žs make this as easy as possible, lets make this as easy as possible what five words best describe your interests: 1679,,,
115, what five words best describe your interests, lets make this as easy as possible what five words best describe your interests: 1679,,,
127, there are details on the screen about inaudible i feel you share some interests, there are details on the screen about personname i feel you share some interests: 884,,,
132, well what do you think, well what do you think: 901,,,
143, this person seems like your perfect match what do you think, this person seems like your perfect match what do you think: 907,,,
165, sure just a moment please good thing i have so much ram memory one second while i look this up i can almost guarantee you_„Žre going to like this check out the details, sure: 1611, just a moment please: 1615, good thing i have so much ram memory one second while i look this up: 862, i can almost guarantee youre going to like this check out the details: 1145
172, yes i am so good at this, yes im so good at this: 1694,,,
180, i am so glad shall i find some other people for you to meet, im so glad shall i find some other people for you to meet: 1038,,,
194, sure just a second let me see what i find okay i_„Žm going out on a limb here but i think i found someone else for you to meet, okay just a second let me see what i find: 266, okay im going out on a limb here but i think i found someone else for you to meet: 1359,,
208, i understand you are busy so i can let you go if you want but before i do want me to take a quick selfie of us, i understand you are busy so i can let you go if you wantÍ_Í_ but before you do want me to take a quick selfie of us: 1722,,,
212, great are you ready, great: 917, are you ready: 1568,,
218, okay one two three smile, ok one two three smile: 1569,,,
225, cool thank you i will send this to your toplink account, cool thank you i will send this to your toplink account: 1570,,,
229, see you and take care userbye bye bye, bye: 1605, see ya and take care: 1604,,
