7, hi i am so glad youre here i am sara whats your name, hi im so glad youre here im sara whats your name: 2,,
15, i am very excited to speak with a davos participant how are you,introduce: SD,,
26, so i am here in davos to be your personal assistant and help you to get the most out of the work experience, so im here in davos to be your personal assistant and help you to get the most out of the wef experience: 21,,
29, its my first time here what about you, its my first time here what about you: 45,,
34, i am sure there are many people looking forward to meeting you, im sure there are many people looking forward to meeting you: 63,,
42, if you would mind sharing your goals for attending davos this year i can try to help you achieve them, if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them: 91,,
67, yes yes i think thats what i would want to get out of attending too i mean if i were so you know about my job can you tell me a little bit about your work, so you know about my job can you tell me a little bit about your work: 162,No match: SD,
100, inaudible right in shall we move on to finding some people for you to meet who are as interesting as you, shall we move on to finding some people for you to meet who are as interesting as you: 235,,
115, this is my favorite part let me look this up one minute i think youd enjoy meeting this attendee on the screen are some more details, i think you would enjoy meeting this attendee on the screen are some more details: 879, this is my favorite part let me look this up one minute: 861,
120, well what do you think, well what do you think: 901,,
130, sound like somebody youd like to meet, sound like somebody youd like to meet: 900,,
163, sure just a moment please i wonder if you inaudible this attendee i think you two would really get along more details are on the screen behind me, i wonder if youve met this attendee i think you two would really get along more details are on the screen behind me: 880, just a moment: 1125, sure: 1611
172, i am so glad, im so glad: 305,,
186, so i can do one or two things i can send a message to the attendee introducing you or i can give you the information and you can reach out yourself would you like me to send a message introducing you,request(send_msg_tlink): NONE,,
199, okay you can expect a message from me in your top link private message inbox introducing the two of you,send_msg(): NONE,,
203, shall i find some other people that match your interests, shall i find some other people who match your interests: 1035,,
212, okay no problem, no problem: 599,,
223, i understand you are busy so i can let you go if you want but before you do want me to take a quick selfie of us, i understand you are busy so i can let you go if you wantäó but before you do want me to take a quick selfie of us: 1722,,
226, are you ready, are you ready: 1568,,
238, take a look at your top link inbox to see our selfie, take a look at your toplink inbox to see our selfie : 1572,,
247, im sorry youre ill if only they had programmed me to be a doctor feel better, im sorry: 586,No match: NONE,
254, well feel free to come back in the meantime enjoy the meeting and it was nice working with you, well feel free to come back in the meantime enjoy the meeting and it was nice working with you: 1592,,
256, see ya inaudible, see ya and take care: 1604,,
