6, hi i am so glad youre here i am sara whats your name, hi im so glad youre here im sara whats your name: 2,,,
13, i_„Žm very excited to speak with a davos participant how are you,greeting(): SD,,,
30, truthfully im a bit tired even robots get jet lag so im here at davos to be your personal assistant and help you to get the most out of the work experience so is this your first time at davos or have you been before, truthfully im a bit tired even robots get jet lag : 1669, is this your first time attending davos or have you been before: 48, so im here in davos to be your personal assistant and help you to get the most out of the wef experience: 21,
41, im sure youll enjoy it if you wouldn_„Žt mind sharing your goals for attending davos this year i can try to help you achieve them, im sure youll enjoy it: 53, if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them: 91,,
64, excellent goals the sessions here are so diverse so you know about my job can you tell me a little bit about your work, excellent goals: 113, the sessions here are so diverse: 151, so you know about my job can you tell me a little bit about your work: 162,
87, id love to do something like that lets find some interesting sessions for you to attend that are relevant to your interests, id love to do something like that: 169, lets find some interesting sessions for you to attend that are relevant to your interests: 239,,
112, wait just a second while i look one up my search capabilities are a little slow you may find this session interesting ive put the description of the session on the screen behind me does this look like a session youd like to attend, you may find this session interesting: 672, wait just a second while i look one up my search capabilities are a little slow: 257, does this look like a session youd like to attend: 288,No match: NONE
131, i had a feeling maybe its the robot version of a womans intuition, i had a feeling maybe its the robot version of a womens intuition: 306,,,
146, and in fact i can send a message to the toplink private message app to remind you of the details of this session or you can just jot them down or take a photo of the screen would you like me to send you a reminder,request(send_msg_tlink): NONE,,,
159, okay look for a message from me in your toplink private message inbox shall we move on to finding you some people for you to meet who are as interesting as you, ok look for a message from me in your toplink private message inbox: 341, shall we move on to finding some people for you to meet who are as interesting as you: 235,,
171, i understand you are busy so i can let you go if you want but before you do want me to take a quick selfie of us, i understand you are busy so i can let you go if you wantÍ_Í_ but before you do want me to take a quick selfie of us: 1722,,,
174, are you ready, are you ready: 1568,,,
186, okay one two three smile cool thank you, ok one two three smile: 1569,,,
188, i will send this to your toplink account, cool thank you i will send this to your toplink account: 1570,,,
193, until next time i wish you could stay longer, until next time i wish you could stay longer: 1574, you: 1667,,
196, see ya and take care, see ya and take care: 1604,,,
