5, hi i’m so glad you’re here i’m sara what’s your name,greeting(): SD,,,
12, it’s so great to be surrounded by such interesting people how’s it going, its so great to be surrounded by such interesting people: 12,,,
26, so i’m here at davos to be your personal assistant and help you to get the most out of the work experience so is this your first time at davos or have you been here before, so is this your first time at davos or have you been before: 43,introduce: SD,,
42, wow you must be a global rock star to be invited so many times if you wouldn’t mind sharing your goals for attending davos this year i can try to help you achieve them, if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them: 91, wow you must be a global rockstar to be invited so many times: 72,,
64, excellent goals what is it that you do again, what is it that you do again: 163, excellent goals: 113,,
85, how fascinating i’d love to do something like that, id love to do something like that: 169, how fascinating: 177,,
93, i can suggest and find some interesting people who do similar work for you to meet, i can suggest and find some interesting people who do similar work for you to meet: 840,,,
108, i think you’d enjoy meeting this attendee on the screen are some more details well what do you think, i think you would enjoy meeting this attendee on the screen are some more details: 879,,,
127, lovely so the details are on the screen behind me if you’d like to send a message yourself or would you prefer i arrange a meeting on your behalf, so the details are on the screen behind me if youd like to send a message yourself or would you prefer i arrange a meeting on your behalf: 937, lovely: 918,,
137, okay you can expect a message from me in your toplink private message inbox introducing the two of you, ok you can expect a message from me in your toplink private message inbox introducing the two of you: 957,,,
141, shall i find some other people who match your interests, shall i find some other people who match your interests: 1035,,,
151, sound like somebody you’d like to meet,request(feedback): NONE,,,
167, i had a feeling about this person so for this attendee shall i introduce you or would you like to do it yourself, so for this attendee shall i introduce you or would you like to do it yourself: 1191, i had a feeling about this person: 1175,,
175, good an introductory message from you is now in your toplink inbox,send_msg(): NONE,,,
183, shall we move on to finding you some places to ease your hunger, shall we move on to finding you some places to ease your hunger: 236,,,
202, there are several food options in the congress center and some great restaurants throughout davos if you’re a health nut like me there’s the health bar on the lower level of the congress center for juices coffee and tea i have put up a map on the screen behind me, there are several food options in the congress center and some great restaurants throughout davos: 1480,outcome_food_recommendation: SD,,
209, now i’m daydreaming about pastries will that keep you from starving for a moment,elicit_feedback_food_recommendation: SD,,,
219, i’m glad i get so grumpy when i’m hungry, im glad i get so grumpy when im hungry: 1526,,,
229, i understand that you are busy so i can let you go if you want but before you do want me to take a quick selfie of us, i understand you are busy so i can let you go if you wantäó but before you do want me to take a quick selfie of us: 1722,,,
233, are you ready, are you ready: 1568,,,
253, okay one two three smile this is so inaudible of us thank you i will send this to your toplink account all right this seems like a start is there anything else i can help you with, this is so millenial of us thank you i will send this to your toplink account: 1571, alright this seems like a start is there anything else i can help you with: 1573, cool thank you i will send this to your toplink account: 1570, ok one two three smile: 1569
263, well don’t forget to come back in the mean time enjoy the meeting and it was nice working with you,farewell: NONE,,,
265, see you and take care, see ya and take care: 1604,,,
