4, hi i_„Žm so glad you_„Žre here i_„Žm sara what_„Žs your name,greeting: SD, so what brings you here: 193,,
11, nice of you to take the time to stop by so how are things, so how are things: 13, nice of you to take the time to stop by: 15,,
33, that_„Žs awesome so i_„Žve been asked to help people get the most out of davos but the truth is that i feel a little nervous so i_„Žve been asked_„_ it_„Žs my first time here what about you, so ive been asked to help people get the most out of davos but the truth is that i feel a little nervous: 24, its my first time here what about you: 45,No match: ACK,
45, yes why are you here what are your goals in attending davos this year, yes: 1612, why are you here what are your goals in attending davos this year: 102,,
59, wonderful you clearly have a solid sense of how to maximize your time here, you clearly have a solid sense of how to maximize your time here: 122, wonderful: 123,,
70, i_„Žm a social butterfly i love meeting many people maybe we can start by finding you some interesting people to meet that are relevant to your interests, im a social butterfly i love meeting new people maybe we can start by finding you some interesting people to meet that are relevant to your interests: 842,,,
91, i_„Žm sorry for interrupting one second it will be my honor to dig up the right person for you here_„Žs an attendee that matches what you told me about your interests i_„Žve put more details up on the screen well what do you think, well what do you think: 901, one second it will be my honor to dig up the right person for you: 878, heres an attendee who matches what you told me about your interests ive put more details up on the screen: 899,
104, that was my mistake i_„Žm sorry, that was my mistake im sorry: 399,,,
111, i_„Žm so glad shall i find some other people for you to meet, im so glad shall i find some other people for you to meet: 1038,,,
116, sound like somebody you like to meet,request(feedback): NONE,,,
132, i_„Žm skilled inaudible given what you_„Žve told me you might want to make contact yourself if you prefer however i_„Žm happy to write a message on your behalf,request(send_msg_tlink): VSN,No match: NONE,,
135, would you like me to write the introduction,request(send_msg_tlink): NONE,,,
144, want me to introduce you two via toplink, want me to introduce you two via toplink: 1701,,,
149, i can send both of you a quick introduction on a private toplink message if you_„Žd like, i can send both of you a quick introduction on private toplink message if youd like : 1702,,,
153, happily it_„Žs on its way, happily: 1705,,,
162, now that i have a sense of what works can i help you find some other interesting people to talk with, now that i have a sense of what works can i help you find some other interesting people to talk with: 1040,,,
176, don_„Žt go anywhere just yet let me have a look i_„Žm still new at this though so let me know if i got it wrong i think you_„Žd enjoy meeting this attendee, dont go anywhere just yet let me have a look: 859, im still new at this though so let me know if i got it wrong i think youd enjoy meeting this attendee: 882,,
187, great i_„Žm happy i could find a match, great: 917, im happy i could find a match: 935,,
199, so for this attendee shall i introduce you or would you like to do it yourself, so for this attendee shall i introduce you or would you like to do it yourself: 1191,,,
210, i_„Žm glad i could help oh great i like having things to do, im glad i could help: 1211, oh great i like having things to do: 1212,,
215, try again, lets try again: 632,,,
222, yes i have yes i have, yes: 1612,,,
247, yes i tried asking but they wouldn_„Žt tell me i am so sorry about that i understand you are busy so i can let you go if you want but before you do want me to take a quick selfie of us, i tried asking but they wouldnt tell me i am so sorry about that: 1642, i understand you are busy so i can let you go if you wantÍ_Í_ but before you do want me to take a quick selfie of us: 1722,,
254, great are you ready, great: 917, are you ready: 1568,,
273, okay one two three smile take a look at your toplink inbox to see our selfie all right this seems like a start is there anything else i can help you with, ok one two three smile: 1569, alright this seems like a start is there anything else i can help you with: 1573,,
290, yes brilliant i had so much fun with you come back and say hi again soon if you_„Žd like enjoy the conference see you and take care bye, brilliant: 505, bye: 1605, yes: 1612, i had so much fun with you come back and say hi again soon if youd like enjoy the conference: 1593
