7, hi im sara its such a pleasure to meet you may i ask your name, hi im sara its such a pleasure to meet you might i ask your name: 10,,,
11, how is it going, hows it going: 1665,,,
27, great so im here in davos to be your personal assistant and help you to get the most out of the work experience so is this your first time at davos or have you been before, so im here in davos to be your personal assistant and help you to get the most out of the wef experience: 21, so is this your first time at davos or have you been before: 43, great: 930,
35, im sure youll enjoy it, im sure youll enjoy it: 53,,,
43, im always interested in learning why people attend what are your goals for this trip, im always interested in learning why people attend what are your goals for this trip: 104,,,
60, you clearly have a solid sense of how to maximize your time here what sort of work do you do, you clearly have a solid sense of how to maximize your time here: 122, what sort of work do you do: 1678,,
64, how fascinating, how fascinating: 177,,,
73, shall we move on to finding you some interesting sessions to attend, shall we move on to finding you some interesting sessions to attend: 237,,,
84, you may find this session interesting i please wait a moment while i look some up sorry about that, please wait a moment while i look some up: 256, you may find this session interesting take a look: 470, sorry about that: 1016,
100, just a moment please oh dear im starting to get moody thats how i know it’s almost time for a nap but lets keep that between you and me, oh dear im starting to get loopy thats how i know its almost time for a nap but lets keep that between you and me: 1658, just a moment please: 1615,,
117, anyway as i was saying you may find this session interesting i put the description of the session on the screen behind me does this look like a session you would like to attend, does this look like a session youd like to attend: 288, anyway as i was saying: 1662, you may find this session interesting take a look: 470,
127, what do you say, what do you say: 1708,,,
132, you dont sound so sure, you dont sound so sure: 1707,,,
151, i see my mistake id like to see if i can do it even better may i try again, id like to see if i can do even better may i try again: 409,,,
182, i see its your number one let me look it up you may find this session interesting take a look im so glad care to join this session for a bit what do you say, i seem to remember one let me look it up: 451, you may find this session interesting take a look: 470, care to join this session for a bit: 487, im so glad: 305
191, great, great: 917,,,
198, i can be so forgetful myself wouldnt be helpful if i send a message of this information, i can be so forgetful myself would it be helpful if i send a message with this information: 530,,,
215, okay look for a message from me in your top link private message inbox shall we move on to finding some people for you to meet who as interesting as you,send_msg(): NONE,,,
235, dont go anywhere just yet let me have a look i think you would enjoy meeting this attendee on the screen are some more details sound like somebody you would like to meet, i think you would enjoy meeting this attendee on the screen are some more details: 879, dont go anywhere just yet let me have a look: 859,No match: NONE,
242, excellent, excellent: 928,,,
247, mind if i try it again, mind if i try it again: 832,,,
277, just a moment please sounds like somebody you would like to meet what do you think, well what do you think: 901, just a moment please: 1615,,
294, brilliant i know i feel shy meeting new people would you like me to send a top link message on your behalf introducing you to this attendee, i know i feel shy meeting new people would you like me to send a toplink message on your behalf introducing you to this attendee: 1192, brilliant: 505,,
304, sure good an introductory message from you is now at the top of your inbox, good an introductory message from me is now at the top of your inbox: 1209, sure: 1611,,
310, lets find a place for you to get something to eat, lets find a place for you to get something to eat: 1463,,,
331, there are several food options in the congress center and some great restaurants throughout davos if you are a health nut like me there is the health bar on your lower level of the congress center produces coffee and tea ive put on that on the screen behind me, there are several food options in the congress center and some great restaurants throughout davos: 1480,outcome_food_recommendation: SD,,
334, will that be good for now, will that be good for now: 1521,,,
349, great i know i always feel best when to post some i understand you are busy so i can let you go if you want but before you do you want me to take a quick selfie of us, i understand you are busy so i can let you go if you wantäó but before you do want me to take a quick selfie of us: 1722,No match: SD, great: 917,
354, great are you ready, are you ready: 1568, great: 917,,
369, okay one two three smile cool thank you i will send this to your top link account, cool thank you i will send this to your toplink account: 1570, ok one two three smile: 1569,,
375, all right this seems like a start is there anything else i can help you with, alright this seems like a start is there anything else i can help you with: 1573,,,
382, ive enjoyed helping you come back if you need anything have a good meeting, ive enjoyed helping you come back if you need anything have a good meeting: 1594,,,
386, see you and take care, see ya and take care: 1604,,,
389, bye, bye: 1605,,,
