4, hi i am so glad youre here i am sara whats your name, hi im so glad youre here im sara whats your name: 2,,
9, its a pleasure to meet you how are you today, its a pleasure to meet you how are you today: 1666,,
14, to be honest i am overwhelmed,tired(): NONE,,
20, its my first time here what about you, its my first time here what about you: 45,,
25, i am sure they are rolling up the red carpet for you, i am sure they are rolling out the red carpet for you: 62,,
35, yes well let me introduce myself, well let me introduce myself: 1670,,
44, ive been asked to play a matchmaker by helping attendees find sessions to attend and people to meet based on their interests, ive been asked to play matchmaker by helping attendees find sessions to attend and people to meet based on their interests: 1672,,
49, all you need to do is tell me a little bit about yourself and what you want to do out here,request(interest): NONE,,
55, how fascinating, how fascinating: 177,,
79, great okay no problem i_ã_m a social butterfly i love meeting new people maybe we can start by finding you some interesting people to meet that are relevant to your interests, no problem: 599, great: 917, im a social butterfly i love meeting new people maybe we can start by finding you some interesting people to meet that are relevant to your interests: 842
100, i want to do a good job for you please hold on while i search there are details on the screen about david cox i feel you share some interests what do you think, i want to do a good job for you please hold on while i search: 875, there are details on the screen about personname i feel you share some interests: 884,
121, anything to make you happy heres the information if youd like to send the message yourself i find sending the first messages can be stressful if you do too would you like me to send the message for you, anything to make you happy: 933, you: 1667,
133, i inaudible everything if i were you id take a photo of the screen so you can send a message through toplink later, you: 1667,,
140, i know you_ã_re busy but would you like me to try introducing you to any more people, i know youre busy but would you like me to try introducing you to any more people: 1052,,
152, great there are details on the screen about inaudible, great: 917,,
160, great yes i am so good at this, i am so great at this: 312, great: 917,
189, i need to find someone of your stature just one second there are details on the screen about sam doherty i feel you share some interests do you think this is a good enough option for you to meet, i need to find someone of your stature just one second: 877, do you think this is a good enough option for you to meet: 915,Not found: NONE
198, i had a feeling about this person, i had a feeling about this person: 1175,,
206, okay no problem, no problem: 599,,
245, i want to make sure i keep you surrounded by knowledge up to your standards let me look for further sessions for you wait just a second while i look one up im not as young as i used to be i wonder if this session would be fulfilling the details are on the screen i hope i inaudible for you what do you think,inform(info): PR,No match: SD,
264, ah just a moment please i tried asking but they wouldnt tell me i am so sorry about that, just a moment please: 1615, i tried asking but they wouldnt tell me i am so sorry about that: 1642,
268, actually its david cox,other(): NONE,,
273, yes, yes: 1612,,
280, sure, sure: 1611,,
305, unfortunately i don_ã_t know how to do that yet but i can send you a toplink message with details, unfortunately i dont know how to do that yet but i can send you a toplink message with details: 1609,,
318, id like to help you keep track inaudible busy day should i send a message to your toplink private message inbox with the session details, id like to help you keep track during your busy day should i send a message to your toplink private message inbox with the session details: 340,,
327, okay i_ã_ll get it to you in a flash id like to see if i can do even better may i try again, id like to see if i can do even better may i try again: 409, okay ill get it to you in a flash: 343,
340, i think i can find a session that will really work for you oh i thought this one looks great, oh i thought this one looked great : 674, i think i can find a session that will really work for you: 468,
351, sorry for the mixup,feedback_session_recommendation_2nd_time_no: NONE,,
361, its on its way, its on its way : 1689,,
368, may i try to find a session inaudible that are aligned with your interests, may i try to find a session even better aligned with your interests: 423,,
379, i understand youre busy so i can let you go if you want but before you do wont we need to take a quick selfie of us,request(selfie): NONE,,
388, great are you ready, great: 917, are you ready: 1568,
404, okay one two three smile cool thank you i will send this to your toplink account, cool thank you i will send this to your toplink account: 1570, ok one two three smile: 1569,
410, helping you has really been an honor is there anything more i can do to help you, helping you has really been an honor is there anything more i can do to help you: 1591,,
419, i had so much fun with you come back and say hi again soon as you like enjoy the conference, i had so much fun with you come back and say hi again soon if youd like enjoy the conference: 1595,,
425, see you and take care bye, bye: 1605, see ya and take care: 1604,
