5, hi im so glad youre here i am sara whats your name, hi im so glad youre here im sara whats your name: 2,,,
12, im very excited to speak with the davos participants how are you, im very excited to speak with the davos participants how are you: 11,,,
29, truthfully im a bit tired even robots get jetlagged im in davos to assist attendees but to be honest i’m a little anxious about it its my first time here what about you, im in davos to assist attendees but to be honest im a little anxious about it: 23, truthfully im a bit tired even robots get jet lag : 1669, its my first time here what about you: 45,
35, im finding it a bit overwhelming i imagine that you are too, im finding it a bit overwhelming i imagine that you are too: 55,,,
44, my goal is to help you achieve your goals so what can i help you with what are your goals in being at davos, so what can i help you with what are your goals in being at davos: 105, my goal is to help you achieve your goals: 93,,
61, yes i think thats what i would want to get out of attending too i mean if i were…so you know about my job can you tell me a little bit about your work, so you know about my job can you tell me a little bit about your work: 162,No match: SD,,
97, id love to do something like that lets start by finding you some interesting people for you to meet that are relevant to your interests dont go anywhere just yet let me have a look i think youd enjoy meeting this attendee on the screen are some more details well what do you think, lets start by finding some interesting people for you to meet that are relevant to your interests: 841, dont go anywhere just yet let me have a look: 859, id love to do something like that: 169, i think you would enjoy meeting this person on the screen are details: 881
126, lets find someone you dont know just a moment please i wonder if you’ve met this attendee i think you two would really get along more details are on the screen behind me im so curious did i make a good match, i wonder if youve met this attendee i think you two would really get along more details are on the screen behind me: 880, i think you would enjoy meeting this attendee on the screen are some more details: 879, im so curious did i make a good match: 903,
143, oh im so glad so i can do one of two things i can send a message to the attendee introducing you or i can give you the information and you can reach out yourself would you like me to send a message introducing you, oh im so glad: 316,request(send_msg_tlink): NONE,,
158, im glad i can help youll see a message in your toplink private messaging inbox introducing the two of you shall i find some other people who match your interests, im glad i can help youll see a message in your toplink private messaging inbox introducing the two of you: 961, shall i find some other people who match your interests: 1035,,
181, let me find someone else who better matches your interests okay im feeling good about this recommendation details are on the screen what do you think, okay im feeling good about this recommendation details are on the screen: 1138, let me find someone else who better matches your interests: 1099,,
191, i had a feeling about this person so for this attendee shall i introduce you or would you like to do it yourself, so for this attendee shall i introduce you or would you like to do it yourself: 1191, i had a feeling about this person: 1175,,
201, okay i’ve sent them a message shall i find some other people whose interests match yours, shall i find some other people whose interests match yours: 1271,,,
210, okay no problem shall we move on to finding you some interesting sessions to attend, shall we move on to finding you some interesting sessions to attend: 237, no problem: 599,,
235, wait just a second while i look one up my search capabilities are a little slow wow i would love to go to this one you can see the information about it on my screen is that helpful at all for you, wow i would love to go to this one you can see the information about it on my screen: 274, wait just a second while i look one up my search capabilities are a little slow: 257, is that helpful at all for you: 289,
248, im not making a terribly good first impression huh oh dear please forgive me, im not making a terribly good first impression huh oh dear please forgive me: 381,,,
271, sure just a moment please i want to try again im embarrassed let me try again sorry about the mixup, just a moment please: 1615, im embarassed let me try again sorry about the confusion: 1250, sure: 1611,
277, what do you think, what do you think: 911,,,
293, okay no problem i understand you are busy so i can let you go if you want but before you do won’t we need to take a quick selfie of us,request(selfie): NONE, no problem: 599,,
296, are you ready, are you ready: 1568,,,
310, okay one two three smile take a look at your toplink inbox to see our selfie tell him i said hello, take a look at your toplink inbox to see our selfie : 1572, tell him i said hello: 1576, ok one two three smile: 1569,
321, i had so much fun inaudible in the meantime enjoy the meeting and it was nice working with you well feel free to…,farewell: SD,,,
327, see you and take care bye, see ya and take care: 1604, bye: 1605,,
