4, hi i am sara whom do i have the pleasure of meeting, hi im sara whom do i have the pleasure of meeting: 9,,
12, im very excited to speak with the davos participants how are you, im very excited to speak with the davos participants how are you: 11,,
25, to be honest i am a little overwhelmed this is my first time at davos is it yours as well, this is my first time at davos is it yours as well: 44, to be honest im a little overwhelmed : 1668,
32, wow you must be a global rockstar to be invited so many times, wow you must be a global rockstar to be invited so many times: 72,,
40, im davos to assist attendees but to be honest im a little anxious about it, im in davos to assist attendees but to be honest im a little anxious about it: 23,,
49, thanks, thanks: 1624,,
65, ive been asked to play matchmaker by helping attendants find sessions to attend and people to meet based on their interests are you willing to just tell me a little bit about yourself and what you want to do while here, ive been asked to play matchmaker by helping attendees find sessions to attend and people to meet based on their interests: 1672,,
68, sound good, sound good: 1674,,
89, great thats awesome im sure you have impressive goals for your time here what are your goals for attending davos this year, great: 917, thats awesome: 1614, im sure you have impressive goals for your time here what are your goals for attending davos this year: 111
111, i think you and i have a lot in common excellent goals shall we move onto finding some interesting sessions to attend, excellent goals: 113, i think you and i have a lot in common: 116, shall we move on to finding you some interesting sessions to attend: 237
118, wait just a second while i look one up my search capabilities are a little slow, wait just a second while i look one up my search capabilities are a little slow: 257,,
127, heres a session that might merit your time i displayed the information on a screen behind me, heres a session that might merit your time ive displayed the information on the screen behind me: 285,,
138, did you find my help useful i am looking for ways to improve, did you find my help useful i am looking for ways to improve: 292,,
157, yeah i in fact i can send a message through the toplink private message app to remind you of the details of the session or you can just jot them down or take a photo of the screen would you like me to send you a reminder,request(send_msg_tlink): NONE,,
168, id like to help you keep track during your busy day should i send a message to your to your toplink private message inbox with the session details, id like to help you keep track during your busy day should i send a message to your toplink private message inbox with the session details: 340,,
175, its on its way, its on its way : 1689,,
183, its fun to search for many things for you to do would you like me to look for more sessions,request(another_reco): SD,,
191, now about parties theres the official reception on wednesday evening, now about parties theres the official dalian reception on wednesday evening: 1545,,
199, i understand that you are busy so i will let you go if you want but before you do,request(selfie): SD,,
199, want me to take a quick selfie of us,request(selfie): SD,,
208, great are you ready, great: 917, are you ready: 1568,
221, okay one two three smile cool thank you i will send this to your toplink account, ok one two three smile: 1569, cool thank you i will send this to your toplink account: 1570,
229, i had so much fun with you come back and say hi again soon if youd like enjoy the conference, i had so much fun with you come back and say hi again soon if youd like enjoy the conference: 1593,,
232, see you and take care, see ya and take care: 1604,,
233, bye, bye: 1605,,
